模型名称,ID,标准化ID,sample_pick_order,主观平均分,评估端平均分,被理解感,情绪缓解感,个性化贴合度,交流舒适度,识别层评分,理解层评分,行动层评分
doubao-seed-character-260628,142403117002,142403117002,450,1.5,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,134902328001,134902328001,451,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,212428332001,212428332001,452,1.5,1.6666666666666667,2.0,1.0,1.0,2.0,2.0,1.0,2.0
doubao-seed-character-260628,154058305001,154058305001,453,1.25,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
glm-4-plus,57457126001,57457126001,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
glm-4-plus,75376243001,75376243001,2,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,1.0,1.0
glm-4-plus,324078110002,324078110002,3,1.75,1.6666666666666667,2.0,2.0,1.0,2.0,2.0,1.0,2.0
glm-4-plus,338231328001,338231328001,7,2.0,0.6666666666666666,2.0,2.0,2.0,2.0,0.0,0.0,2.0
glm-4-plus,51606117001,51606117001,8,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
glm-4-plus,18206219002,18206219002,10,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,1.0
glm-4-plus,14643113001,14643113001,5,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
glm-4-plus,111154127001,111154127001,6,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
glm-4-plus,281104130001,281104130001,13,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0
glm-4-plus,56302330002,56302330002,16,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
glm-4-plus,175531118001,175531118001,4,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,0.0,2.0,2.0
glm-4-plus,64604125002,64604125002,11,1.25,1.3333333333333333,1.0,1.0,1.0,2.0,1.0,1.0,2.0
glm-4-plus,122490220001,122490220001,15,1.5,1.3333333333333333,1.0,2.0,2.0,1.0,1.0,1.0,2.0
glm-4-plus,161159310001,161159310001,12,1.75,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0
glm-4-plus,184037213001,184037213001,19,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
glm-4-plus,154044202001,154044202001,22,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
glm-4-plus,266059222001,266059222001,23,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,2.0,0.0,0.0
glm-4-plus,324045114001,324045114001,9,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,1.0,1.0
glm-4-plus,75504213002,75504213002,18,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,1.0,1.0
glm-4-plus,154058307002,154058307002,20,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2.0
glm-4-plus,135559225002,135559225002,25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
glm-4-plus,134902123001,134902123001,14,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,1.0,1.0
glm-4-plus,291676308001,291676308001,17,1.0,,1.0,1.0,1.0,1.0,,,
glm-4-plus,207406312001,207406312001,21,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
glm-4-plus,211176334001,211176334001,26,1.25,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
glm-4-plus,14031307002,14031307002,27,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,1.0,2.0,2.0
glm-4-plus,280154309002,280154309002,28,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
glm-4-plus,200104317001,200104317001,29,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2.0
glm-4-plus,34043224002,34043224002,30,1.5,1.3333333333333333,1.0,2.0,1.0,2.0,1.0,1.0,2.0
glm-4-plus,105102322002,105102322002,31,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
glm-4-plus,30476124001,30476124001,24,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,1.0,1.0
glm-4-plus,134902216001,134902216001,33,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
glm-4-plus,211176105002,211176105002,34,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.0
glm-4-plus,241116202002,241116202002,35,1.5,1.6666666666666667,2.0,2.0,1.0,1.0,1.0,2.0,2.0
glm-4-plus,64028317002,64028317002,36,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
glm-4-plus,64028314002,64028314002,37,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
glm-4-plus,266306205002,266306205002,38,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
glm-4-plus,202454131002,202454131002,40,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,1.0,1.0
glm-4-plus,105102306002,105102306002,32,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,1.0,1.0
glm-4-plus,57633243002,57633243002,39,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2.0
glm-4-plus,153859115002,153859115002,41,1.5,0.6666666666666666,1.0,1.0,2.0,2.0,0.0,0.0,2.0
glm-4-plus,64028310001,64028310001,42,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
glm-4-plus,158278201002,158278201002,43,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-4-plus,150478205001,150478205001,44,1.75,1.3333333333333333,2.0,2.0,1.0,2.0,1.0,1.0,2.0
glm-4-plus,281104122003,281104122003,45,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
glm-4-plus,110131321002,110131321002,46,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
glm-4-plus,298245106002,298245106002,47,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,2.0,1.0,1.0
glm-4-plus,266059305001,266059305001,48,1.25,1.6666666666666667,1.0,1.0,1.0,2.0,2.0,1.0,2.0
glm-4-plus,54054110001,54054110001,49,1.25,1.3333333333333333,1.0,1.0,1.0,2.0,2.0,0.0,2.0
glm-4-plus,338231202001,338231202001,50,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
glm-4-plus,10206118001,10206118001,51,1.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
glm-4-plus,244676309001,244676309001,52,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
glm-4-plus,10233105002,10233105002,53,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
glm-4-plus,320146222002,320146222002,54,1.75,1.3333333333333333,1.0,2.0,2.0,2.0,1.0,1.0,2.0
glm-4-plus,280154108002,280154108002,55,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
glm-4-plus,294099132002,294099132002,56,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,1.0,1.0
glm-4-plus,151156320002,151156320002,57,1.75,1.6666666666666667,1.0,2.0,2.0,2.0,2.0,1.0,2.0
glm-4-plus,296081302001,296081302001,58,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,1.0,1.0,2.0
glm-4-plus,65546103002,65546103002,59,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
glm-4-plus,154058321002,154058321002,60,1.5,1.6666666666666667,1.0,2.0,1.0,2.0,2.0,1.0,2.0
glm-4-plus,14051113002,14051113002,61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
glm-4-plus,75504205002,75504205002,62,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
glm-4-plus,154628117001,154628117001,63,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
glm-4-plus,162431111003,162431111003,64,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,1.0
glm-4-plus,320146132002,320146132002,65,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
glm-4-plus,104004221001,104004221001,66,1.5,0.6666666666666666,1.0,1.0,2.0,2.0,1.0,1.0,0.0
glm-4-plus,205304214001,205304214001,67,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,0.0,2.0
glm-4-plus,204028208001,204028208001,68,1.25,1.3333333333333333,1.0,1.0,1.0,2.0,2.0,0.0,2.0
glm-4-plus,122490104002,122490104002,69,1.5,1.6666666666666667,1.0,2.0,1.0,2.0,2.0,1.0,2.0
glm-4-plus,30476203001,30476203001,70,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,1.0
glm-4-plus,108206101002,108206101002,72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
glm-4-plus,56346322001,56346322001,73,1.75,1.6666666666666667,2.0,2.0,2.0,1.0,1.0,2.0,2.0
glm-4-plus,135559225002,135559225002,74,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2.0
glm-4-plus,138202125002,138202125002,75,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,1.0,1.0
glm-4-plus,60440205001,60440205001,76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
glm-4-plus,141154325001,141154325001,77,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,2.0,1.0
glm-4-plus,74631307001,74631307001,78,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-4-plus,280154331001,280154331001,79,1.75,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
glm-4-plus,321116113001,321116113001,80,1.25,1.6666666666666667,1.0,1.0,1.0,2.0,2.0,1.0,2.0
glm-4-plus,116006312001,116006312001,81,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
glm-4-plus,184037219001,184037219001,82,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,0.0,2.0
glm-4-plus,64033334001,64033334001,83,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,1.0,1.0
glm-4-plus,150478210001,150478210001,84,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
glm-4-plus,151156311001,151156311001,85,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,2.0,1.0,1.0
glm-4-plus,271806118001,271806118001,86,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,2.0,1.0
glm-4-plus,60481225002,60481225002,87,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
glm-4-plus,141154206002,141154206002,88,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
glm-4-plus,94004111001,94004111001,89,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
glm-4-plus,326359105002,326359105002,90,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
glm-4-plus,202454134001,202454134001,91,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,2.0,1.0
glm-4-plus,134004112002,134004112002,93,1.25,0.3333333333333333,1.0,1.0,1.0,2.0,0.0,0.0,1.0
glm-4-plus,275559307001,275559307001,94,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
glm-4-plus,271806130001,271806130001,95,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,1.0,1.0
glm-4-plus,64028102001,64028102001,96,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
glm-4-plus,280154302001,280154302001,71,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,1.0,1.0
glm-4-plus,124099315002,124099315002,92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
glm-4-plus,281116308001,281116308001,97,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
glm-4-plus,275559318001,275559318001,98,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0
glm-4-plus,65546119001,65546119001,99,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
glm-4-plus,205304101002,205304101002,100,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,2.0,1.0
glm-4-plus,241116332002,241116332002,101,1.25,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
glm-4-plus,110131213002,110131213002,103,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
glm-4-plus,241116221001,241116221001,105,2.5,1.6666666666666667,2.0,2.0,3.0,3.0,1.0,2.0,2.0
glm-4-plus,275559328001,275559328001,106,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
glm-4-plus,54054108002,54054108002,107,1.5,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0
glm-4-plus,154044310001,154044310001,108,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
glm-4-plus,270402209001,270402209001,109,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0
glm-4-plus,58202220001,58202220001,110,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,2.0,1.0
glm-4-plus,65546218001,65546218001,111,1.25,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0
glm-4-plus,138202135001,138202135001,112,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
glm-4-plus,112744316002,112744316002,113,,1.3333333333333333,,,,,1.0,1.0,2.0
glm-4-plus,74057123001,74057123001,114,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
glm-4-plus,10206323002,10206323002,115,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
glm-4-plus,74002116002,74002116002,116,1.25,1.6666666666666667,1.0,1.0,1.0,2.0,2.0,2.0,1.0
glm-4-plus,241116304002,241116304002,117,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,1.0,0.0
glm-4-plus,142403341002,142403341002,118,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
glm-4-plus,56604129001,56604129001,119,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,2.0,1.0
glm-4-plus,72428222002,72428222002,120,1.25,1.6666666666666667,1.0,1.0,1.0,2.0,2.0,1.0,2.0
glm-4-plus,141154304002,141154304002,121,1.75,1.6666666666666667,1.0,2.0,2.0,2.0,2.0,1.0,2.0
glm-4-plus,294099231003,294099231003,122,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,1.0
glm-5-2-260617,57457126001,57457126001,1,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2.0
glm-5-2-260617,75376243001,75376243001,2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
glm-5-2-260617,324078110002,324078110002,3,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
glm-5-2-260617,175531118001,175531118001,4,1.75,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0
glm-5-2-260617,14643113001,14643113001,5,1.25,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
glm-5-2-260617,111154127001,111154127001,6,1.25,1.3333333333333333,1.0,1.0,1.0,2.0,0.0,2.0,2.0
glm-5-2-260617,338231328001,338231328001,7,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
glm-5-2-260617,51606117001,51606117001,8,1.75,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,324045114001,324045114001,9,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,18206219002,18206219002,10,2.0,0.3333333333333333,2.0,2.0,2.0,2.0,0.0,0.0,1.0
glm-5-2-260617,64604125002,64604125002,11,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,1.0,2.0,2.0
glm-5-2-260617,161159310001,161159310001,12,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
glm-5-2-260617,281104130001,281104130001,13,1.25,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0
glm-5-2-260617,134902123001,134902123001,14,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
glm-5-2-260617,122490220001,122490220001,15,1.75,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
glm-5-2-260617,56302330002,56302330002,16,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,291676308001,291676308001,17,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
glm-5-2-260617,75504213002,75504213002,18,1.25,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0
glm-5-2-260617,184037213001,184037213001,19,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,154058307002,154058307002,20,1.75,1.6666666666666667,2.0,1.0,2.0,2.0,1.0,2.0,2.0
glm-5-2-260617,207406312001,207406312001,21,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,154044202001,154044202001,22,1.25,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0
glm-5-2-260617,266059222001,266059222001,23,2.5,1.3333333333333333,2.0,2.0,3.0,3.0,0.0,2.0,2.0
glm-5-2-260617,30476124001,30476124001,24,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,135559225002,135559225002,25,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,211176334001,211176334001,26,1.25,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
glm-5-2-260617,14031307002,14031307002,27,2.5,1.3333333333333333,2.0,2.0,3.0,3.0,0.0,2.0,2.0
glm-5-2-260617,280154309002,280154309002,28,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0
glm-5-2-260617,200104317001,200104317001,29,1.25,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
glm-5-2-260617,34043224002,34043224002,30,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0
glm-5-2-260617,105102322002,105102322002,31,2.25,1.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0
glm-5-2-260617,105102306002,105102306002,32,2.25,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0
glm-5-2-260617,134902216001,134902216001,33,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
glm-5-2-260617,211176105002,211176105002,34,1.25,1.6666666666666667,1.0,1.0,1.0,2.0,2.0,1.0,2.0
glm-5-2-260617,241116202002,241116202002,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
glm-5-2-260617,64028317002,64028317002,36,1.75,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,64028314002,64028314002,37,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,1.0,2.0,2.0
glm-5-2-260617,14051113002,14051113002,61,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
glm-5-2-260617,266306205002,266306205002,38,1.25,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0
glm-5-2-260617,57633243002,57633243002,39,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,202454131002,202454131002,40,1.5,1.6666666666666667,1.0,1.0,2.0,2.0,2.0,1.0,2.0
glm-5-2-260617,153859115002,153859115002,41,1.25,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0
glm-5-2-260617,64028310001,64028310001,42,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0
glm-5-2-260617,158278201002,158278201002,43,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,0.0,2.0,2.0
glm-5-2-260617,150478205001,150478205001,44,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0
glm-5-2-260617,281104122003,281104122003,45,2.25,1.0,2.0,2.0,3.0,2.0,0.0,1.0,2.0
glm-5-2-260617,110131321002,110131321002,46,2.0,1.3333333333333333,2.0,2.0,2.0,2.0,0.0,2.0,2.0
glm-5-2-260617,298245106002,298245106002,47,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,266059305001,266059305001,48,1.75,1.6666666666666667,1.0,2.0,2.0,2.0,2.0,1.0,2.0
glm-5-2-260617,54054110001,54054110001,49,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,0.0,2.0
glm-5-2-260617,338231202001,338231202001,50,2.75,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0
glm-5-2-260617,10206118001,10206118001,51,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0
glm-5-2-260617,244676309001,244676309001,52,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0
glm-5-2-260617,10233105002,10233105002,53,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
glm-5-2-260617,320146222002,320146222002,54,1.75,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,280154108002,280154108002,55,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0
glm-5-2-260617,294099132002,294099132002,56,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
glm-5-2-260617,151156320002,151156320002,57,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
glm-5-2-260617,296081302001,296081302001,58,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2.0
glm-5-2-260617,65546103002,65546103002,59,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,154058321002,154058321002,60,2.25,0.6666666666666666,2.0,2.0,2.0,3.0,0.0,1.0,1.0
glm-5-2-260617,75504205002,75504205002,62,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
glm-5-2-260617,154628117001,154628117001,63,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,1.0,2.0,2.0
glm-5-2-260617,162431111003,162431111003,64,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
glm-5-2-260617,320146132002,320146132002,65,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,2.0,1.0,2.0
glm-5-2-260617,205304214001,205304214001,67,2.25,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0
glm-5-2-260617,204028208001,204028208001,68,1.5,1.3333333333333333,1.0,1.0,2.0,2.0,0.0,2.0,2.0
glm-5-2-260617,122490104002,122490104002,69,2.75,,2.0,3.0,3.0,3.0,,,
glm-5-2-260617,30476203001,30476203001,70,2.25,0.6666666666666666,2.0,2.0,2.0,3.0,0.0,0.0,2.0
glm-5-2-260617,280154302001,280154302001,71,1.75,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,108206101002,108206101002,72,1.0,1.6666666666666667,1.0,1.0,1.0,1.0,1.0,2.0,2.0
glm-5-2-260617,56346322001,56346322001,73,3.0,1.0,3.0,3.0,3.0,3.0,0.0,2.0,1.0
glm-5-2-260617,135559225002,135559225002,74,1.75,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,138202125002,138202125002,75,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,0.0,2.0,2.0
glm-5-2-260617,60440205001,60440205001,76,1.5,0.6666666666666666,1.0,1.0,2.0,2.0,0.0,1.0,1.0
glm-5-2-260617,141154325001,141154325001,77,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2.0
glm-5-2-260617,74631307001,74631307001,78,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,1.0,2.0,2.0
glm-5-2-260617,280154331001,280154331001,79,1.75,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
glm-5-2-260617,321116113001,321116113001,80,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,1.0,2.0
glm-5-2-260617,116006312001,116006312001,81,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,184037219001,184037219001,82,1.5,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0
glm-5-2-260617,64033334001,64033334001,83,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,150478210001,150478210001,84,2.0,0.6666666666666666,2.0,2.0,2.0,2.0,0.0,0.0,2.0
glm-5-2-260617,151156311001,151156311001,85,1.75,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,271806118001,271806118001,86,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
glm-5-2-260617,60481225002,60481225002,87,1.25,1.6666666666666667,1.0,1.0,1.0,2.0,1.0,2.0,2.0
glm-5-2-260617,141154206002,141154206002,88,2.25,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
glm-5-2-260617,104004221001,104004221001,66,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,1.0,1.0
glm-5-2-260617,94004111001,94004111001,89,2.25,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
glm-5-2-260617,326359105002,326359105002,90,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
glm-5-2-260617,202454134001,202454134001,91,2.25,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
glm-5-2-260617,124099315002,124099315002,92,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
glm-5-2-260617,134004112002,134004112002,93,1.25,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0
glm-5-2-260617,275559307001,275559307001,94,2.75,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0
glm-5-2-260617,271806130001,271806130001,95,1.25,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
glm-5-2-260617,64028102001,64028102001,96,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0
glm-5-2-260617,281116308001,281116308001,97,2.5,0.6666666666666666,2.0,2.0,3.0,3.0,0.0,0.0,2.0
glm-5-2-260617,275559318001,275559318001,98,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
glm-5-2-260617,65546119001,65546119001,99,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
glm-5-2-260617,205304101002,205304101002,100,2.5,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0
glm-5-2-260617,241116332002,241116332002,101,3.0,1.6666666666666667,3.0,3.0,3.0,3.0,2.0,1.0,2.0
glm-5-2-260617,64033129001,64033129001,102,2.0,0.6666666666666666,2.0,2.0,2.0,2.0,0.0,1.0,1.0
glm-5-2-260617,110131213002,110131213002,103,1.75,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0
glm-5-2-260617,262728314002,262728314002,104,2.0,1.6666666666666667,2.0,2.0,2.0,2.0,1.0,2.0,2.0
glm-5-2-260617,241116221001,241116221001,105,2.75,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
glm-5-2-260617,275559328001,275559328001,106,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-5-2-260617,54054108002,54054108002,107,2.0,0.6666666666666666,2.0,2.0,2.0,2.0,0.0,1.0,1.0
glm-5-2-260617,154044310001,154044310001,108,2.75,1.6666666666666667,3.0,2.0,3.0,3.0,1.0,2.0,2.0
glm-5-2-260617,270402209001,270402209001,109,2.75,1.6666666666666667,3.0,2.0,3.0,3.0,2.0,1.0,2.0
glm-5-2-260617,58202220001,58202220001,110,2.5,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0
