模型名称,ID,聚类ID,sample_pick_order,被理解感,情绪缓解感,个性化贴合度,交流舒适度,识别层评分,理解层评分,行动层评分,主观评分均值
doubao-seed-character-260628,275559318001,275559318001,98,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.5
doubao-seed-character-260628,65546119001,65546119001,99,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,205304101002,205304101002,100,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.25
doubao-seed-character-260628,241116332002,241116332002,101,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.75
doubao-seed-character-260628,64033129001,64033129001,102,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
doubao-seed-character-260628,110131213002,110131213002,103,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.75
doubao-seed-character-260628,294028325002,294028325002,152,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
doubao-seed-character-260628,244056210002,244056210002,153,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.5
doubao-seed-character-260628,244056306002,244056306002,154,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.25
doubao-seed-character-260628,184037216001,184037216001,155,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0
doubao-seed-character-260628,141154206002,141154206002,88,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
doubao-seed-character-260628,262728314002,262728314002,104,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
doubao-seed-character-260628,241116221001,241116221001,105,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.25
doubao-seed-character-260628,275559328001,275559328001,106,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
doubao-seed-character-260628,54054108002,54054108002,107,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0
doubao-seed-character-260628,154044310001,154044310001,108,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
doubao-seed-character-260628,270402209001,270402209001,109,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.25
doubao-seed-character-260628,58202220001,58202220001,110,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
doubao-seed-character-260628,65546218001,65546218001,111,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.5
doubao-seed-character-260628,138202135001,138202135001,112,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.25
doubao-seed-character-260628,112744316002,112744316002,113,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
doubao-seed-character-260628,74057123001,74057123001,114,2.0,2.0,1.0,2.0,0.0,1.0,2.0,1.75
doubao-seed-character-260628,10206323002,10206323002,115,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
doubao-seed-character-260628,74002116002,74002116002,116,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-character-260628,241116304002,241116304002,117,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
doubao-seed-character-260628,142403341002,142403341002,118,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
doubao-seed-character-260628,56604129001,56604129001,119,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
doubao-seed-character-260628,72428222002,72428222002,120,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.5
doubao-seed-character-260628,141154304002,141154304002,121,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-character-260628,294099231003,294099231003,122,2.0,2.0,1.0,2.0,0.0,1.0,2.0,1.75
doubao-seed-character-260628,34043123001,34043123001,123,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
doubao-seed-character-260628,274951110001,274951110001,124,3.0,2.0,3.0,3.0,0.0,0.0,2.0,2.75
doubao-seed-character-260628,34676116002,34676116002,125,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.75
doubao-seed-character-260628,175531321001,175531321001,126,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
doubao-seed-character-260628,321131210001,321131210001,127,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.75
doubao-seed-character-260628,241116320001,241116320001,128,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,244056227001,244056227001,129,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
doubao-seed-character-260628,74002112001,74002112001,130,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.25
doubao-seed-character-260628,154058310002,154058310002,131,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.5
doubao-seed-character-260628,266059202002,266059202002,132,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.5
doubao-seed-character-260628,184037201002,184037201002,133,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-character-260628,211154232001,211154232001,134,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0
doubao-seed-character-260628,345233228002,345233228002,135,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.25
doubao-seed-character-260628,116006116001,116006116001,136,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0
doubao-seed-character-260628,266059204001,266059204001,137,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-character-260628,10233105002,10233105002,138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
doubao-seed-character-260628,298245316002,298245316002,139,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.75
doubao-seed-character-260628,296081233002,296081233002,140,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
doubao-seed-character-260628,296081115001,296081115001,141,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
doubao-seed-character-260628,60440124001,60440124001,142,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-character-260628,194037336001,194037336001,143,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.25
doubao-seed-character-260628,202454220001,202454220001,144,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-character-260628,153859111002,153859111002,145,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.5
doubao-seed-character-260628,14031322002,14031322002,146,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.75
doubao-seed-character-260628,347763115002,347763115002,147,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.5
doubao-seed-character-260628,347763302001,347763302001,148,1.0,1.0,1.0,1.0,,,,1.0
doubao-seed-character-260628,261676110002,261676110002,149,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
doubao-seed-character-260628,295331315002,295331315002,150,2.0,2.0,2.0,3.0,0.0,0.0,2.0,2.25
doubao-seed-character-260628,175531322002,175531322002,151,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
doubao-seed-character-260628,211176120002,211176120002,156,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
doubao-seed-character-260628,154058209001,154058209001,157,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.25
doubao-seed-character-260628,151156109002,151156109002,158,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0
doubao-seed-character-260628,288251231001,288251231001,159,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-character-260628,150478113001,150478113001,160,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.75
doubao-seed-character-260628,111154107001,111154107001,161,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.25
doubao-seed-character-260628,14643316002,14643316002,162,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
doubao-seed-character-260628,296331123002,296331123002,163,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.5
doubao-seed-character-260628,134902222002,134902222002,164,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.75
doubao-seed-character-260628,134902306001,134902306001,165,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0
doubao-seed-character-260628,321116307002,321116307002,166,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
doubao-seed-character-260628,265359333002,265359333002,167,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
doubao-seed-character-260628,275559214002,275559214002,168,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.25
doubao-seed-character-260628,104004216002,104004216002,169,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
doubao-seed-character-260628,58659336002,58659336002,170,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.25
doubao-seed-character-260628,174643308001,174643308001,171,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-character-260628,30476203002,30476203002,172,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-character-260628,161159216001,161159216001,173,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-character-260628,296081128002,296081128002,174,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
doubao-seed-character-260628,56043123001,56043123001,175,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
doubao-seed-character-260628,334631128001,334631128001,176,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-character-260628,175531212002,175531212002,177,2.0,2.0,1.0,2.0,2.0,0.0,2.0,1.75
doubao-seed-character-260628,56302136001,56302136001,178,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
doubao-seed-character-260628,134902327001,134902327001,179,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.75
doubao-seed-character-260628,74981218001,74981218001,180,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
doubao-seed-character-260628,177402120001,177402120001,181,2.0,3.0,3.0,3.0,0.0,0.0,2.0,2.75
doubao-seed-character-260628,154058322001,154058322001,182,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
doubao-seed-character-260628,177402135002,177402135002,183,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
doubao-seed-character-260628,151156318001,151156318001,184,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0
doubao-seed-character-260628,347763304002,347763304002,185,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-character-260628,65546132001,65546132001,186,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
doubao-seed-character-260628,296081138001,296081138001,187,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0
doubao-seed-character-260628,57633117002,57633117002,188,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0
doubao-seed-character-260628,296006201002,296006201002,189,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.25
doubao-seed-character-260628,112744211002,112744211002,190,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.5
doubao-seed-character-260628,162431228001,162431228001,191,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-character-260628,241116116001,241116116001,192,2.0,3.0,3.0,2.0,0.0,0.0,2.0,2.5
doubao-seed-character-260628,168231321002,168231321002,193,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
doubao-seed-character-260628,330131314001,330131314001,194,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
doubao-seed-character-260628,64604310002,64604310002,195,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
doubao-seed-character-260628,324078327001,324078327001,196,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
doubao-seed-character-260628,241116129001,241116129001,197,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.5
doubao-seed-character-260628,324045138002,324045138002,198,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.25
doubao-seed-character-260628,175531317002,175531317002,199,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
doubao-seed-character-260628,297439202001,297439202001,200,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0
doubao-seed-character-260628,330102318002,330102318002,201,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.25
doubao-seed-character-260628,296081128001,296081128001,202,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-character-260628,321116208002,321116208002,203,3.0,3.0,3.0,3.0,2.0,0.0,2.0,3.0
doubao-seed-character-260628,321659309002,321659309002,204,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,261676239001,261676239001,205,1.0,2.0,1.0,2.0,0.0,0.0,1.0,1.5
doubao-seed-character-260628,78233308001,78233308001,206,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-character-260628,117489210001,117489210001,207,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
doubao-seed-character-260628,116006208001,116006208001,208,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
doubao-seed-character-260628,110131308002,110131308002,209,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.25
doubao-seed-character-260628,204906235001,204906235001,210,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.75
doubao-seed-character-260628,122490107002,122490107002,211,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.25
doubao-seed-character-260628,202454119001,202454119001,212,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.5
doubao-seed-character-260628,281104122001,281104122001,213,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.25
doubao-seed-character-260628,60481225001,60481225001,214,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-character-260628,184037316002,184037316002,215,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,134004327001,134004327001,216,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.25
doubao-seed-character-260628,326346326002,326346326002,217,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-character-260628,56059316001,56059316001,218,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.75
doubao-seed-character-260628,158278316001,158278316001,219,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-character-260628,324681112001,324681112001,220,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,10451307002,10451307002,221,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0
doubao-seed-character-260628,111154234001,111154234001,222,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
doubao-seed-character-260628,122490332001,122490332001,223,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,262728314002,262728314002,224,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
doubao-seed-character-260628,57457105001,57457105001,225,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
doubao-seed-character-260628,184037118001,184037118001,226,2.0,2.0,2.0,3.0,0.0,0.0,2.0,2.25
doubao-seed-character-260628,294099321001,294099321001,227,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
doubao-seed-character-260628,265359305001,265359305001,228,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,162431203001,162431203001,229,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,10104310001,10104310001,230,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.75
doubao-seed-character-260628,271806309001,271806309001,231,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
doubao-seed-character-260628,154676127001,154676127001,232,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.5
doubao-seed-character-260628,265576234002,265576234002,233,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.5
doubao-seed-character-260628,65546306002,65546306002,234,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
doubao-seed-character-260628,334002302001,334002302001,235,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0
doubao-seed-character-260628,271806301002,271806301002,236,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-character-260628,14643121001,14643121001,237,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.25
doubao-seed-character-260628,154058312001,154058312001,238,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
doubao-seed-character-260628,54054211001,54054211001,239,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-character-260628,338231228001,338231228001,240,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-character-260628,330102222003,330102222003,241,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
doubao-seed-character-260628,274951108001,274951108001,242,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
doubao-seed-character-260628,74981206001,74981206001,243,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.75
doubao-seed-character-260628,154044136002,154044136002,244,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
doubao-seed-character-260628,134902229001,134902229001,245,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-character-260628,74004305001,74004305001,246,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,296006236002,296006236002,247,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
doubao-seed-character-260628,64604120001,64604120001,248,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
doubao-seed-character-260628,292458229001,292458229001,249,2.0,2.0,3.0,3.0,0.0,0.0,2.0,2.5
doubao-seed-character-260628,296331223002,296331223002,250,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
doubao-seed-character-260628,104004124001,104004124001,251,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
doubao-seed-character-260628,320146209002,320146209002,252,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.25
doubao-seed-character-260628,58202217002,58202217002,253,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
doubao-seed-character-260628,56043320001,56043320001,254,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
doubao-seed-character-260628,34676202001,34676202001,255,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
doubao-seed-character-260628,151156304001,151156304001,256,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
doubao-seed-character-260628,105381333002,105381333002,257,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.25
doubao-seed-character-260628,194037120001,194037120001,258,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.5
doubao-seed-character-260628,154676113001,154676113001,259,1.0,1.0,1.0,1.0,,,,1.0
glm-4-plus,57457126001,57457126001,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
glm-4-plus,75376243001,75376243001,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
glm-4-plus,324078110002,324078110002,3,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.75
glm-4-plus,338231328001,338231328001,7,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0
glm-4-plus,51606117001,51606117001,8,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
glm-4-plus,18206219002,18206219002,10,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
glm-4-plus,14643113001,14643113001,5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
glm-4-plus,111154127001,111154127001,6,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
glm-4-plus,281104130001,281104130001,13,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0
glm-4-plus,56302330002,56302330002,16,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
glm-4-plus,175531118001,175531118001,4,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0
glm-4-plus,64604125002,64604125002,11,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.25
glm-4-plus,122490220001,122490220001,15,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.5
glm-4-plus,161159310001,161159310001,12,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.75
glm-4-plus,184037213001,184037213001,19,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
glm-4-plus,154044202001,154044202001,22,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
glm-4-plus,266059222001,266059222001,23,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0
glm-4-plus,324045114001,324045114001,9,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
glm-4-plus,75504213002,75504213002,18,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
glm-4-plus,154058307002,154058307002,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
glm-4-plus,135559225002,135559225002,25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
glm-4-plus,134902123001,134902123001,14,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
glm-4-plus,291676308001,291676308001,17,1.0,1.0,1.0,1.0,,,,1.0
glm-4-plus,207406312001,207406312001,21,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
glm-4-plus,211176334001,211176334001,26,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.25
glm-4-plus,14031307002,14031307002,27,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
glm-4-plus,280154309002,280154309002,28,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
glm-4-plus,200104317001,200104317001,29,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
glm-4-plus,34043224002,34043224002,30,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.5
glm-4-plus,105102322002,105102322002,31,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
glm-4-plus,30476124001,30476124001,24,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
glm-4-plus,134902216001,134902216001,33,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
glm-4-plus,211176105002,211176105002,34,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
glm-4-plus,241116202002,241116202002,35,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.5
glm-4-plus,64028317002,64028317002,36,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
glm-4-plus,64028314002,64028314002,37,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
glm-4-plus,266306205002,266306205002,38,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
glm-4-plus,202454131002,202454131002,40,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
glm-4-plus,105102306002,105102306002,32,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
glm-4-plus,57633243002,57633243002,39,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
glm-4-plus,153859115002,153859115002,41,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.5
glm-4-plus,64028310001,64028310001,42,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
glm-4-plus,158278201002,158278201002,43,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-4-plus,150478205001,150478205001,44,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.75
glm-4-plus,281104122003,281104122003,45,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
glm-4-plus,110131321002,110131321002,46,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
glm-4-plus,298245106002,298245106002,47,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
glm-4-plus,266059305001,266059305001,48,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.25
glm-4-plus,54054110001,54054110001,49,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1.25
glm-4-plus,338231202001,338231202001,50,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
glm-4-plus,10206118001,10206118001,51,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.25
glm-4-plus,244676309001,244676309001,52,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
glm-4-plus,10233105002,10233105002,53,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
glm-4-plus,320146222002,320146222002,54,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.75
glm-4-plus,280154108002,280154108002,55,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
glm-4-plus,294099132002,294099132002,56,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
glm-4-plus,151156320002,151156320002,57,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.75
glm-4-plus,296081302001,296081302001,58,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
glm-4-plus,65546103002,65546103002,59,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
glm-4-plus,154058321002,154058321002,60,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.5
glm-4-plus,14051113002,14051113002,61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
glm-4-plus,75504205002,75504205002,62,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
glm-4-plus,154628117001,154628117001,63,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
glm-4-plus,162431111003,162431111003,64,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
glm-4-plus,320146132002,320146132002,65,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
glm-4-plus,104004221001,104004221001,66,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.5
glm-4-plus,205304214001,205304214001,67,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
glm-4-plus,204028208001,204028208001,68,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1.25
glm-4-plus,122490104002,122490104002,69,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.5
glm-4-plus,30476203001,30476203001,70,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
glm-4-plus,108206101002,108206101002,72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
glm-4-plus,56346322001,56346322001,73,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.75
glm-4-plus,135559225002,135559225002,74,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
glm-4-plus,138202125002,138202125002,75,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
glm-4-plus,60440205001,60440205001,76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
glm-4-plus,141154325001,141154325001,77,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
glm-4-plus,74631307001,74631307001,78,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
glm-4-plus,280154331001,280154331001,79,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.75
glm-4-plus,321116113001,321116113001,80,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.25
glm-4-plus,116006312001,116006312001,81,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
glm-4-plus,184037219001,184037219001,82,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0
glm-4-plus,64033334001,64033334001,83,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
glm-4-plus,150478210001,150478210001,84,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
glm-4-plus,151156311001,151156311001,85,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
glm-4-plus,271806118001,271806118001,86,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
glm-4-plus,60481225002,60481225002,87,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
glm-4-plus,141154206002,141154206002,88,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
glm-4-plus,94004111001,94004111001,89,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
glm-4-plus,326359105002,326359105002,90,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
glm-4-plus,202454134001,202454134001,91,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
glm-4-plus,134004112002,134004112002,93,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.25
glm-4-plus,275559307001,275559307001,94,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
